customer_id,average_monthly_account_credit,average_monthly_account_debit,monthly_upi_transaction_count,total_utility_bills,utility_bill_on_time_payment_ratio,missed_utility_bill_count
2380,41054.9,37346.66,104,6.0,0.9290948699693191,0.0
2381,12459.64,11394.14,109,3.0,0.9851301841602369,0.0
2382,12541.34,11557.0,118,3.0,0.8969418426022537,1.0
2383,16257.16,15173.24,119,5.0,0.9361242999414374,0.0
2384,20398.41,17057.09,110,4.0,0.9251132912111479,0.0
2385,38721.62,31510.62,108,6.0,0.9234341359341408,0.0
2386,35819.16,31035.14,108,3.0,0.9184158099275819,0.0
2387,35847.98,29547.14,108,5.0,0.8808444213298422,1.0
2388,34347.94,29890.09,110,5.0,0.9633564883738589,0.0
2389,46653.07,41573.35,113,6.0,0.9177004049108933,0.0
2390,45558.88,40441.75,99,4.0,0.9937774412503908,0.0
2391,29016.8,23936.27,105,3.0,0.8891212640789165,1.0
2392,11853.43,9285.65,106,3.0,0.9524115759440561,0.0
2393,23858.58,19948.29,119,2.0,0.9911075619458662,0.0
2394,36271.34,28237.92,115,3.0,0.9495187484524139,0.0
2395,18179.52,16870.94,110,6.0,0.9806909361426092,0.0
2396,31340.93,25673.72,113,6.0,0.9741221439635509,0.0
2397,30133.53,23531.03,115,6.0,0.9040176573233506,1.0
2398,12076.61,9118.92,101,6.0,0.9400185909909244,0.0
2399,40337.16,35463.0,107,6.0,0.8734392009717034,1.0
2400,18377.38,16123.96,107,6.0,0.9303288824043399,0.0
2401,31654.59,25897.28,110,6.0,0.8845632957721505,1.0
2402,40982.38,31324.57,104,6.0,0.9615605222428668,0.0
2403,17114.89,14238.32,113,5.0,0.9292087632838186,0.0
2404,35099.15,28509.06,101,4.0,0.911684104394749,1.0
2405,49916.84,44197.57,110,3.0,0.8903195644250466,1.0
2406,48743.94,42463.57,98,6.0,0.999804772276193,0.0
2407,16796.26,13821.96,105,6.0,0.8607565781327399,1.0
2408,45409.72,36036.18,116,6.0,0.856534102085863,1.0
2409,43718.11,41427.59,110,5.0,0.8825886100740796,1.0
2410,27630.37,23231.62,108,4.0,0.9956608687941729,0.0
2411,45520.95,40406.9,110,4.0,0.9968857252479977,0.0
2412,48936.67,38078.14,104,6.0,0.9482391602158204,0.0
2413,28081.3,23788.17,111,5.0,0.9820160000809607,0.0
2414,29959.65,22634.73,109,5.0,0.8820942596261193,1.0
2415,47227.95,40195.28,111,5.0,0.9958063141264936,0.0
2416,40922.59,38581.96,96,3.0,0.8714177275209347,1.0
2417,22503.09,18606.48,109,6.0,0.8651687782272487,1.0
2418,42433.5,32156.07,109,6.0,0.8668317308870909,1.0
2419,41588.84,31449.11,123,6.0,0.9359691884908847,0.0
2420,31615.86,26165.2,116,6.0,0.9671461601077078,0.0
2421,46379.24,36268.8,117,6.0,0.905000076681195,1.0
2422,15356.38,11589.01,109,6.0,0.996684398167919,0.0
2423,38807.2,34974.71,111,6.0,0.9151630207177495,1.0
2424,14625.33,12310.2,113,6.0,0.8725672826159824,1.0
2425,30824.2,24901.3,104,6.0,0.9198950122279205,0.0
2426,43282.89,40253.81,118,5.0,0.9518555748133659,0.0
2427,43448.91,33595.91,104,6.0,0.9748338670756568,0.0
2428,37237.2,35047.05,98,5.0,0.9188152434934889,0.0
2429,46861.43,38088.66,104,5.0,0.9390410239073751,0.0
2430,34129.85,31661.6,115,6.0,0.8901017068238279,1.0
2431,43892.46,38212.27,105,5.0,0.946887478960827,0.0
2432,28702.45,26272.54,110,3.0,0.9978957915925516,0.0
2433,40179.54,38042.1,109,5.0,0.8573580358881691,1.0
2434,39430.65,31847.39,115,5.0,0.9829796006057752,0.0
2435,40097.28,37780.75,109,6.0,0.9343423754151284,0.0
2436,35285.33,29212.6,112,6.0,0.887814798934345,1.0
2437,37306.55,30856.34,105,6.0,0.9932334565013887,0.0
2438,45394.08,37135.87,96,6.0,0.9225031454588348,0.0
2439,37910.52,32537.9,98,6.0,0.8997535377510079,1.0
2440,8227.36,6424.16,102,3.0,0.8772246442406262,1.0
2441,50156.8,43172.08,102,6.0,0.8866678315384993,1.0
2442,48517.4,41644.47,107,5.0,0.9749273562387164,0.0
2443,32074.54,28943.44,107,6.0,0.9421615013975748,0.0
2444,44094.33,40422.6,112,6.0,0.9869868429232473,0.0
2445,37366.92,31316.78,104,5.0,0.8847952678236679,1.0
2446,12435.58,10078.62,114,6.0,0.8681707860773352,1.0
2447,41484.05,33264.69,95,6.0,0.8509131296463385,1.0
2448,38405.15,30298.78,115,4.0,0.926179305642399,0.0
2449,30137.91,22950.91,112,6.0,0.9997460395572982,0.0
2450,36530.71,29900.0,110,6.0,0.9542447903227959,0.0
2451,34428.18,27681.96,105,6.0,0.8962591887947718,1.0
2452,15216.97,14353.91,109,5.0,0.9815287874539258,0.0
2453,37725.27,32501.89,121,5.0,0.967258339898194,0.0
2454,35553.64,29134.62,117,5.0,0.8523122749114809,1.0
2455,44638.55,38661.15,108,2.0,0.9725290720811534,0.0
2456,48547.99,37762.54,112,6.0,0.8950790135857744,1.0
2457,32832.04,27539.8,95,4.0,0.8724510196875401,1.0
2458,42111.69,36858.13,110,5.0,0.8839496259605611,1.0
2459,43032.07,36481.71,114,6.0,0.9202869706562709,0.0
2460,42577.1,35354.14,113,5.0,0.9137301890602016,1.0
2461,40085.39,38031.8,95,4.0,0.893333094906134,1.0
2462,44809.06,41496.01,106,6.0,0.8758327483310548,1.0
2463,43717.09,38238.51,116,6.0,0.9643346184463254,0.0
2464,26286.97,22708.67,102,6.0,0.9985164675602376,0.0
2465,45623.03,39880.56,103,5.0,0.9666687370629535,0.0
2466,46641.36,36858.91,113,6.0,0.8943905451507311,1.0
2467,31132.18,25809.44,113,6.0,0.88672134421182,1.0
2468,39944.94,30273.95,106,5.0,0.8826498814098908,1.0
2469,43968.51,37158.2,103,6.0,0.8705042611733554,1.0
2470,18105.05,15545.09,101,4.0,0.9326995824538452,0.0
2471,47263.71,37600.64,107,4.0,0.9408100557930016,0.0
2472,53732.02,50658.86,120,6.0,0.9558253990994706,0.0
2473,31435.82,29294.76,107,6.0,0.9520320056400502,0.0
2474,25975.14,23232.91,114,5.0,0.8938499966925073,1.0
2475,41192.97,35289.08,106,6.0,0.899546650809527,1.0
2476,44438.91,41061.28,107,6.0,0.9522271803163507,0.0
2477,36089.42,28010.1,104,6.0,0.9024171461175442,1.0
2478,18860.38,17127.15,105,6.0,0.8818934784428969,1.0
2479,12268.85,9507.92,123,6.0,0.9061504230545109,1.0
2480,17674.32,16063.17,114,3.0,0.8908126236366967,1.0
2481,36551.28,29429.39,115,3.0,0.8632469081827866,1.0
2482,53801.38,49788.77,105,4.0,0.974520835341498,0.0
2483,56222.46,52782.12,95,5.0,0.9779667083735555,0.0
2484,30776.83,23998.52,128,6.0,0.8829625450250319,1.0
2485,36636.61,30867.63,99,4.0,0.8597158299287803,1.0
2486,15833.09,14981.23,106,6.0,0.9608241156026769,0.0
2487,37494.42,31745.84,117,6.0,0.881729293879512,1.0
2488,39774.14,36699.97,111,6.0,0.909015323415529,1.0
2489,40754.25,35364.35,106,4.0,0.8596202878356075,1.0
2490,28801.44,23763.09,108,5.0,0.8839404377137653,1.0
2491,38266.24,30886.85,110,6.0,0.9689353417494454,0.0
2492,31092.02,24582.74,108,6.0,0.9706594670372802,0.0
2493,33547.03,30271.49,108,6.0,0.8810627237331565,1.0
2494,48751.61,40332.6,105,6.0,0.9003870767660034,1.0
2495,27134.48,23125.5,113,6.0,0.8701357628640615,1.0
2496,44859.7,38061.89,107,5.0,0.8611258945427384,1.0
2497,19519.52,16893.28,112,5.0,0.9988257571672614,0.0
2498,38594.17,35626.87,97,6.0,0.9483390926867259,0.0
2499,44770.93,42359.92,105,6.0,0.9313144763797478,0.0
2500,21453.66,17839.08,117,4.0,0.9648247750607949,0.0
2501,42420.69,38836.3,105,2.0,0.9760115739531586,0.0
2502,47688.03,43057.79,112,6.0,0.9710072152067091,0.0
2503,38514.04,33303.31,106,5.0,0.8524809173934814,1.0
2504,31891.43,30016.52,104,6.0,0.8780211847285747,1.0
2505,12908.74,10199.13,98,5.0,0.9482357953176747,0.0
2506,35344.52,27280.77,116,5.0,0.9063639021705945,1.0
2507,58077.9,53477.69,118,6.0,0.9973723976591661,0.0
2508,48055.35,40262.21,113,5.0,0.9498107188957381,0.0
2509,31511.25,28971.25,104,6.0,0.993482336309381,0.0
2510,26663.48,24760.19,111,6.0,0.880216972246869,1.0
2511,43112.46,32872.88,116,6.0,0.9795935542172535,0.0
2512,43468.97,40282.39,104,5.0,0.8982028458722838,1.0
2513,42523.36,35705.32,107,5.0,0.998434721235671,0.0
2514,38032.75,32407.19,98,6.0,0.873653300810972,1.0
2515,36288.72,31764.19,105,6.0,0.927450972825749,0.0
2516,41365.42,38688.1,110,4.0,0.9689266800755683,0.0
2517,40349.84,30416.64,115,6.0,0.9148963720906054,1.0
2518,26466.7,22374.12,113,4.0,0.920212609028147,0.0
2519,35751.64,31731.16,115,3.0,0.9979533693258611,0.0
2520,30844.14,27591.36,109,6.0,0.913796222545173,1.0
2521,40576.81,36052.76,115,4.0,0.9406108150898596,0.0
2522,33823.86,26277.32,108,5.0,0.8581809491012726,1.0
2523,42170.02,34152.62,99,4.0,0.976331512031539,0.0
2524,37554.54,30860.19,107,6.0,0.9472252073469315,0.0
2525,23163.52,21099.36,103,6.0,0.910603015429422,1.0
2526,41974.7,33821.2,122,6.0,0.8524254309931779,1.0
2527,41663.6,33003.45,111,3.0,0.9387503230890256,0.0
2528,43789.64,41227.49,101,4.0,0.8518986742726243,1.0
2529,24041.58,18073.8,107,6.0,0.8501805420863526,1.0
2530,12011.43,11405.62,104,3.0,0.9424147843224032,0.0
2531,42715.34,37818.64,101,4.0,0.8783525601001831,1.0
2532,29529.84,27040.29,101,6.0,0.8787831324577142,1.0
2533,43140.32,34897.23,110,6.0,0.9479907348749116,0.0
2534,29975.42,22567.39,116,6.0,0.8580545781909061,1.0
2535,33510.47,30078.12,109,6.0,0.8970108342211834,1.0
2536,37878.14,34727.77,115,6.0,0.8724147853213028,1.0
2537,46579.92,41833.21,109,6.0,0.93702645546948,0.0
2538,44753.51,34843.75,106,5.0,0.9492647732091094,0.0
2539,13894.76,12514.81,114,5.0,0.9581703780398565,0.0
2540,40471.02,36577.08,109,6.0,0.8882846825377848,1.0
2541,31876.8,28106.03,102,6.0,0.8633874627454876,1.0
2542,14488.93,13086.74,111,6.0,0.8618025485412847,1.0
2543,38974.39,35824.65,109,5.0,0.9139227322676086,1.0
2544,34345.06,29973.65,101,6.0,0.9918766613594072,0.0
2545,25653.02,19694.36,102,6.0,0.8826593551370536,1.0
2546,41386.87,35076.43,118,5.0,0.8885112402012324,1.0
2547,31881.73,24406.42,107,6.0,0.8651333203158789,1.0
2548,20085.3,16701.1,103,6.0,0.9408355410840895,0.0
2549,46836.67,38941.0,110,6.0,0.9519809310920763,0.0
2550,56265.23,42941.74,121,4.0,0.946439681224114,0.0
2551,23560.42,19313.99,109,3.0,0.9791695364567172,0.0
2552,28635.55,22112.36,107,6.0,0.9229638752539108,0.0
2553,55887.84,50949.98,109,6.0,0.8701685561150596,1.0
2554,42970.24,40372.16,119,5.0,0.8934107696056619,1.0
2555,35085.66,26821.7,118,6.0,0.9493644960132027,0.0
2556,42685.64,40168.17,110,6.0,0.941968296061234,0.0
2557,14718.71,12577.36,103,5.0,0.9296504694614444,0.0
2558,22421.94,18159.83,124,6.0,0.9524446628033031,0.0
2559,41751.59,31955.52,118,6.0,0.945608627555995,0.0
2560,45894.9,39016.4,107,6.0,0.9821987334197427,0.0
2561,33287.39,30255.02,103,4.0,0.9379024566217444,0.0
2562,40388.42,36002.94,114,6.0,0.9667902038050835,0.0
2563,30058.79,22846.04,114,6.0,0.8873060733949701,1.0
2564,40660.09,31087.91,105,3.0,0.9517273876883602,0.0
2565,34239.78,28438.69,109,3.0,0.9853291177574014,0.0
2566,34666.26,28047.01,118,6.0,0.907859849184975,1.0
2567,34244.67,27275.08,97,6.0,0.966865628100797,0.0
2568,43031.51,34692.04,111,6.0,0.9587183951793153,0.0
2569,45499.7,41436.42,121,4.0,0.8589289295307734,1.0
2570,38339.46,35879.82,112,6.0,0.9372262464436109,0.0
2571,40918.97,34004.51,110,6.0,0.8695284023801203,1.0
2572,30780.62,28663.6,108,6.0,0.9950978758345886,0.0
2573,35601.01,28989.87,108,5.0,0.9717111254050984,0.0
2574,10808.46,9136.25,113,6.0,0.866458570187068,1.0
2575,61370.42,48802.11,115,6.0,0.8682627996471517,1.0
2576,12549.14,11019.34,113,6.0,0.9391710782368928,0.0
2577,50824.72,48069.83,105,4.0,0.9017333761259775,1.0
2578,19611.3,17075.53,111,6.0,0.8552358788609664,1.0
2579,41809.6,34349.21,109,6.0,0.9312462261749579,0.0
2580,25934.23,22810.8,113,5.0,0.908176764952877,1.0
2581,42025.95,32552.64,102,3.0,0.8651614738557614,1.0
2582,40847.67,37895.68,120,6.0,0.9702880588383974,0.0
2583,39787.85,33844.22,98,4.0,0.9872615147918209,0.0
2584,47423.99,39829.98,109,5.0,0.9634890901021195,0.0
2585,47755.6,41412.37,95,5.0,0.9733633465024416,0.0
2586,36743.88,32149.31,101,6.0,0.8824735850899176,1.0
2587,26227.74,20047.3,110,6.0,0.8895359426377901,1.0
2588,20018.53,17746.89,110,6.0,0.8812791310448781,1.0
2589,35446.57,28300.06,109,5.0,0.9647595147048346,0.0
2590,40342.38,36017.3,110,6.0,0.9921875618401745,0.0
2591,47209.94,43173.82,119,5.0,0.9575255810100853,0.0
2592,32935.01,29996.93,111,5.0,0.9822200147319334,0.0
2593,39690.15,34153.38,103,6.0,0.9458048642324759,0.0
2594,38810.88,33145.81,100,6.0,0.9081489850838198,1.0
2595,45122.17,35131.0,103,5.0,0.9138642422395458,1.0
2596,17609.86,15938.14,110,6.0,0.8612982148251107,1.0
2597,36075.94,29015.22,99,6.0,0.8547185792869039,1.0
2598,40121.56,34076.81,111,6.0,0.9543213406283616,0.0
2599,46887.38,37831.31,99,3.0,0.9157643338016771,1.0
2600,14772.73,11474.95,103,5.0,0.9328322602081944,0.0
2601,21105.34,18486.42,115,6.0,0.9336491871433624,0.0
2602,43630.66,33197.1,100,3.0,0.8916063719999952,1.0
2603,36608.08,32937.35,112,6.0,0.9213838766244236,0.0
2604,32564.22,26491.56,107,6.0,0.9206140332501553,0.0
2605,32432.93,24325.57,98,6.0,0.9082640831841785,1.0
2606,36066.68,30736.96,113,6.0,0.9731013075101606,0.0
2607,32756.41,24874.25,103,5.0,0.9176746005531393,0.0
2608,26233.48,21124.09,102,5.0,0.9405466786758981,0.0
2609,45465.65,40527.87,101,6.0,0.9843280180571239,0.0
2610,21727.02,16567.68,103,5.0,0.9799350434288383,0.0
2611,43709.32,40119.38,109,6.0,0.9835633305668747,0.0
2612,27822.52,20888.14,110,6.0,0.8905007494697521,1.0
2613,20316.03,16239.92,113,6.0,0.8552473732462094,1.0
2614,16043.12,14409.62,103,5.0,0.8891600199842994,1.0
2615,43585.59,35446.16,108,6.0,0.8918061018431063,1.0
2616,43681.57,33651.34,110,6.0,0.9864040490087452,0.0
2617,35189.45,28927.37,122,6.0,0.9473864099256956,0.0
2618,40490.16,32557.27,99,6.0,0.8622555939403342,1.0
2619,42448.66,38990.89,108,5.0,0.8703067894016652,1.0
2620,23152.09,18815.0,109,5.0,0.8733514188312963,1.0
2621,13358.57,12126.73,106,2.0,0.9445632622253385,0.0
2622,10719.5,9951.71,111,5.0,0.9603121038260505,0.0
2623,40766.62,34112.02,107,6.0,0.9789465865848094,0.0
2624,19679.69,18341.25,101,5.0,0.9910954826209365,0.0
2625,43442.34,35860.07,111,5.0,0.8802556836079662,1.0
2626,35341.22,33320.26,113,6.0,0.8964658727086073,1.0
2627,47350.71,36358.62,105,5.0,0.8860484321117246,1.0
2628,23602.68,20945.1,115,5.0,0.9038142351199207,1.0
2629,16334.18,13863.84,114,5.0,0.9871997661135624,0.0
2630,36933.71,30563.74,105,6.0,0.9362668850409042,0.0
2631,42317.56,37093.13,99,5.0,0.9607287845986748,0.0
2632,42035.73,37444.23,97,5.0,0.9235178854190172,0.0
2633,40505.97,30414.82,99,6.0,0.8543286870004186,1.0
2634,41339.52,32384.99,110,6.0,0.8596293228996721,1.0
2635,49648.42,44316.64,102,6.0,0.9306884546901828,0.0
2636,27592.85,24372.13,111,6.0,0.9578183552230038,0.0
2637,22435.8,21161.66,119,6.0,0.8822995791293097,1.0
2638,45779.79,41302.87,102,6.0,0.9582864360988456,0.0
2639,34141.13,32097.94,113,5.0,0.9715998660225269,0.0
2640,42301.49,37669.82,99,6.0,0.9117846217543166,1.0
2641,28179.77,22814.64,102,6.0,0.9619628849266157,0.0
2642,36124.69,27854.77,105,4.0,0.910604492549269,1.0
2643,34833.86,31572.19,110,6.0,0.951752594418253,0.0
2644,32127.23,28234.37,105,6.0,0.9645995573979315,0.0
2645,33884.36,25739.82,113,6.0,0.9987889927462166,0.0
2646,30849.76,25358.81,105,6.0,0.9018094993095394,1.0
2647,37812.86,35595.51,107,6.0,0.9116561170861917,1.0
2648,25617.0,21776.5,99,3.0,0.8748430089115257,1.0
2649,20067.04,16787.0,116,5.0,0.8806109587602711,1.0
2650,46071.6,38771.09,106,4.0,0.9540092503897566,0.0
2651,29808.35,23601.56,110,6.0,0.9875568385231714,0.0
2652,27558.3,22700.91,116,6.0,0.9091907427491861,1.0
2653,43196.62,35592.4,112,5.0,0.8769766670253312,1.0
2654,47223.24,35911.9,104,6.0,0.8927649249074491,1.0
2655,35827.74,32370.85,109,6.0,0.9182577557212208,0.0
2656,25881.14,21566.78,101,6.0,0.8935975494048053,1.0
2657,28093.4,25689.62,105,4.0,0.88503686246828,1.0
2658,45227.24,41612.21,99,4.0,0.960397673313562,0.0
2659,40772.89,32308.39,109,4.0,0.8511767381860934,1.0
2660,42584.42,37536.92,97,5.0,0.9308845791004725,0.0
2661,32233.36,27219.66,108,6.0,0.9690650210544631,0.0
2662,30064.71,27840.86,111,6.0,0.8899342429476202,1.0
2663,43040.77,34137.71,97,6.0,0.9404937265918026,0.0
2664,29919.76,26495.82,114,6.0,0.9503350158427927,0.0
2665,42180.94,36762.82,115,5.0,0.9482537044607635,0.0
2666,25446.43,20587.7,116,5.0,0.9168774451298076,0.0
2667,17504.55,13606.64,109,5.0,0.9019866981813669,1.0
2668,32714.46,28799.46,105,5.0,0.9753886109541721,0.0
2669,16007.68,14370.41,100,6.0,0.9637668935499797,0.0
2670,43552.41,35413.57,105,6.0,0.8981882760120868,1.0
2671,36135.09,31761.53,108,6.0,0.8654528791663308,1.0
2672,44696.03,37054.18,97,6.0,0.8607711318168204,1.0
2673,15101.49,13480.21,112,6.0,0.8641413966848404,1.0
2674,33019.03,26079.85,104,5.0,0.9374304041788064,0.0
2675,33920.01,31479.23,104,5.0,0.8577493263743484,1.0
2676,9525.31,7691.52,117,6.0,0.9005390312446058,1.0
2677,42997.49,35410.89,112,5.0,0.9629799552871344,0.0
2678,8919.24,6793.06,113,5.0,0.8941522249773067,1.0
2679,40067.19,30943.99,114,6.0,0.9644962115770195,0.0
2680,35130.17,29972.09,102,6.0,0.9618200557310583,0.0
2681,44278.64,35578.71,110,6.0,0.8868740698949824,1.0
2682,38082.08,34924.93,97,6.0,0.9593233270139119,0.0
2683,38179.0,28746.44,103,5.0,0.9621664957408151,0.0
2684,21078.49,17407.02,103,6.0,0.909618088850054,1.0
2685,42722.68,34924.47,112,5.0,0.8815630725612277,1.0
2686,12591.55,9492.34,115,6.0,0.9281906210337804,0.0
2687,43097.58,33395.18,118,6.0,0.9882096382000294,0.0
2688,24026.57,20007.61,97,6.0,0.9459425098648093,0.0
2689,44337.18,37623.33,104,6.0,0.8759383746440892,1.0
2690,43690.6,36300.68,111,5.0,0.952413538710028,0.0
2691,33578.91,28749.84,107,6.0,0.9140804540922751,1.0
2692,35690.79,31016.23,109,3.0,0.938729319603306,0.0
2693,39730.84,29876.99,114,5.0,0.9601096052534662,0.0
2694,39149.04,32995.56,101,6.0,0.9272421027271667,0.0
2695,41399.94,39027.72,101,6.0,0.9720975961859963,0.0
2696,48574.72,41473.41,103,6.0,0.9583233368974942,0.0
2697,46677.76,41333.55,107,6.0,0.9422610010027765,0.0
2698,10007.23,8129.61,112,6.0,0.8726189223748527,1.0
2699,19288.79,17452.47,109,6.0,0.9753923666367352,0.0
2700,50326.84,45524.87,105,4.0,0.9903858377979724,0.0
2701,41866.6,35764.93,110,5.0,0.8705447685713942,1.0
2702,26038.79,24611.94,107,3.0,0.9232361694150146,0.0
2703,13432.32,10411.52,99,6.0,0.8888333112955756,1.0
2704,19324.55,14558.91,102,6.0,0.9631784961138347,0.0
2705,41775.67,37766.53,118,5.0,0.958244445400705,0.0
2706,45401.44,41380.29,113,5.0,0.8711327680855598,1.0
2707,40522.18,31365.84,106,6.0,0.9815540906892456,0.0
2708,38600.84,31000.97,119,6.0,0.8771459595967003,1.0
2709,35226.35,26543.42,100,6.0,0.9695888538472162,0.0
2710,49601.44,40110.79,108,4.0,0.9185470539442007,0.0
2711,35294.14,31928.08,116,5.0,0.8992408440337226,1.0
2712,51925.59,44323.27,109,6.0,0.873735889401132,1.0
2713,43461.46,35621.85,107,4.0,0.8751421384219944,1.0
2714,31032.41,25581.5,110,6.0,0.9492835832051351,0.0
2715,41574.93,31192.45,109,6.0,0.9325645581920681,0.0
2716,27294.17,22107.19,103,6.0,0.8683128132476848,1.0
2717,43484.13,38235.24,109,6.0,0.8669046790657488,1.0
2718,45948.28,43413.72,113,6.0,0.8608465862159187,1.0
2719,16236.6,14928.12,115,6.0,0.9615651021060316,0.0
2720,38696.25,29204.79,110,6.0,0.9567823127843934,0.0
2721,28395.68,26399.8,104,6.0,0.8587646486281862,1.0
2722,33249.89,30145.67,110,6.0,0.9340405113395459,0.0
2723,28435.35,25764.56,119,6.0,0.8627014232864034,1.0
2724,27687.41,23301.7,104,6.0,0.9855618655913413,0.0
2725,52970.8,43944.63,114,5.0,0.9860676128770198,0.0
2726,16775.96,13598.31,108,6.0,0.9547349484719695,0.0
2727,23607.61,18015.89,105,4.0,0.9889283382159175,0.0
2728,47570.91,37849.65,110,6.0,0.9717179545620536,0.0
2729,30727.78,24561.35,111,6.0,0.9742807863890575,0.0
2730,37262.46,31554.43,95,6.0,0.9354561775854899,0.0
2731,49034.71,44106.17,116,6.0,0.8959088797324264,1.0
2732,50853.36,42958.99,109,5.0,0.8826698672674632,1.0
2733,19410.14,14782.16,106,5.0,0.8990800033058394,1.0
2734,35647.86,33564.52,95,6.0,0.9442743145133593,0.0
2735,30835.26,28940.28,111,6.0,0.8758984803748598,1.0
2736,36527.01,33131.39,110,2.0,0.8887960354955983,1.0
2737,37883.03,35923.17,111,6.0,0.9202091294193196,0.0
2738,41699.92,35815.91,109,6.0,0.8849575147786923,1.0
2739,18336.35,17283.0,107,6.0,0.9382965504574092,0.0
2740,44794.86,34273.49,112,6.0,0.9884764042684495,0.0
2741,42163.6,34706.39,112,6.0,0.9622134048554689,0.0
2742,42649.69,33909.75,110,1.0,0.949963992122337,0.0
2743,40548.11,31999.22,118,5.0,0.9374082213975669,0.0
2744,21252.22,16537.64,100,6.0,0.9231921863885597,0.0
2745,24272.63,21225.99,112,6.0,0.877984578945199,1.0
2746,10872.23,9853.12,103,6.0,0.9842065683140299,0.0
2747,40615.96,35159.6,116,6.0,0.8872804003019255,1.0
2748,33090.78,25790.71,113,6.0,0.8636963316367241,1.0
2749,18998.36,17330.77,105,6.0,0.9625022768843042,0.0
2750,36412.33,31940.56,103,6.0,0.8763423301496749,1.0
2751,50688.64,41951.6,98,4.0,0.9057843999311764,1.0
2752,25710.3,22749.14,107,6.0,0.8542427392436469,1.0
2753,33230.25,26650.03,119,6.0,0.8705601913810672,1.0
2754,38586.65,31603.95,109,4.0,0.8759805446139868,1.0
2755,39368.83,36750.69,100,3.0,0.8581615191625267,1.0
2756,13162.07,10636.28,107,6.0,0.9484985434934268,0.0
2757,40194.34,33923.93,111,1.0,0.9755511693704676,0.0
2758,34989.88,32471.6,103,5.0,0.9059973109548911,1.0
2759,27495.54,24513.49,110,6.0,0.9811864715077301,0.0
2760,43177.78,32920.49,108,6.0,0.8820019861840189,1.0
2761,44299.87,34530.0,100,5.0,0.8988085635341859,1.0
2762,31058.31,23342.44,114,6.0,0.8726105489546753,1.0
2763,45330.6,39717.96,109,6.0,0.9430838793128498,0.0
2764,36397.31,30556.81,117,4.0,0.912980438630546,1.0
2765,40943.99,31807.54,105,4.0,0.9419925020262848,0.0
2766,44305.7,41717.66,101,6.0,0.9642512358091275,0.0
2767,37618.2,32198.62,114,6.0,0.9318554524049423,0.0
2768,42267.72,33745.64,111,5.0,0.9441445532352681,0.0
2769,36661.02,31166.29,107,3.0,0.9902875471591499,0.0
2770,14174.83,12557.83,104,6.0,0.8948596464413264,1.0
2771,17360.97,13285.45,114,6.0,0.9038745907950929,1.0
2772,35623.8,28675.04,107,6.0,0.9576555042564006,0.0
2773,38759.04,35324.72,110,6.0,0.941695827558308,0.0
2774,11945.2,10057.05,111,5.0,0.8767799356809572,1.0
2775,37210.09,31975.2,105,1.0,0.9064220965015735,1.0
2776,12862.01,10759.89,103,6.0,0.9201757019687072,0.0
2777,35664.72,27061.68,108,5.0,0.9129084756952583,1.0
2778,38422.78,30090.8,109,6.0,0.8767412212483061,1.0
2779,37366.9,31354.88,109,4.0,0.9886645137676393,0.0
2780,17027.33,13482.87,103,6.0,0.9643478142540963,0.0
2781,45739.07,34761.5,103,6.0,0.9222033748161779,0.0
2782,36104.93,33170.68,117,6.0,0.9520091542460255,0.0
2783,32749.25,30988.6,104,6.0,0.9845924008203283,0.0
2784,33741.04,30658.07,107,6.0,0.8704261213542357,1.0
2785,33627.83,30963.06,109,6.0,0.8875559576060467,1.0
2786,38062.58,30388.99,106,6.0,0.9314051870884967,0.0
2787,31112.88,29312.24,110,6.0,0.9698515557028538,0.0
2788,14499.39,11445.6,105,6.0,0.8554382343162291,1.0
2789,13409.8,12609.05,101,6.0,0.9976027225294541,0.0
2790,39710.32,37683.65,109,4.0,0.9182359904323596,0.0
2791,19847.17,17710.51,116,6.0,0.9038846710932584,1.0
2792,36760.21,34783.57,113,6.0,0.8939086656759657,1.0
2793,34398.32,29716.98,115,6.0,0.8761535061476308,1.0
2794,29895.82,23973.7,101,6.0,0.9687360863395041,0.0
2795,39515.06,33089.88,115,6.0,0.9933121247119145,0.0
2796,35358.21,30716.11,104,5.0,0.9120467132268097,1.0
2797,43945.29,33601.29,112,5.0,0.9928631042130185,0.0
2798,8399.08,7344.73,104,5.0,0.9735696423152551,0.0
2799,37553.19,35534.16,113,6.0,0.9221576691214477,0.0
2800,40480.99,31899.89,117,4.0,0.9511039268689199,0.0
2801,41897.11,38064.32,105,6.0,0.9152476268755694,1.0
2802,56458.96,52596.02,101,6.0,0.9338085112318828,0.0
2803,41849.39,39285.71,118,3.0,0.8587069505527756,1.0
2804,14731.31,13877.29,114,6.0,0.9544395212950799,0.0
2805,17338.02,14811.73,111,6.0,0.8579236966726205,1.0
2806,22067.12,20863.62,108,5.0,0.9725627420379475,0.0
2807,36821.39,33193.09,103,5.0,0.9737420394190837,0.0
2808,35532.7,27798.45,106,4.0,0.8855615931334322,1.0
2809,45810.18,38727.02,103,6.0,0.8985494171553701,1.0
2810,36241.57,32387.87,99,6.0,0.922196556783744,0.0
2811,16675.3,13331.37,110,5.0,0.9394994360398722,0.0
2812,32392.79,28444.86,113,6.0,0.8931030492612995,1.0
2813,51472.68,45466.85,112,6.0,0.9388729606947888,0.0
2814,38446.14,30085.64,100,5.0,0.8946680609843948,1.0
2815,52098.26,44961.68,106,6.0,0.8583236081606591,1.0
